"PolicyNo","Policy_Company","Policy_Installment_Term","Policy_Billing_Code","Policy_Method_Of_Payment","Policy_Reinstatement_Fee_Indicator","Policy_Zip_Code_Garaging_Location","Vehicle_Territory","Vehicle_Make_Year","Vehicle_Make_Description","Vehicle_Performance","Vehicle_New_Cost_Amount","Vehicle_Symbol","Vehicle_Number_Of_Drivers_Assigned","Vehicle_Usage","Vehicle_Miles_To_Work","Vehicle_Days_Per_Week_Driven","Vehicle_Annual_Miles","Vehicle_Anti_Theft_Device","Vehicle_Passive_Restraint","Vehicle_Age_In_Years","Vehicle_Med_Pay_Limit","Vehicle_Bodily_Injury_Limit","Vehicle_Physical_Damage_Limit","Vehicle_Comprehensive_Coverage_Indicator","Vehicle_Comprehensive_Coverage_Limit","Vehicle_Collision_Coverage_Indicator","Vehicle_Collision_Coverage_Deductible","Driver_Total","Driver_Total_Male","Driver_Total_Female","Driver_Total_Single","Driver_Total_Married","Driver_Total_Related_To_Insured_Self","Driver_Total_Related_To_Insured_Spouse","Driver_Total_Related_To_Insured_Child","Driver_Total_Licensed_In_State","Driver_Minimum_Age","Driver_Maximum_Age","Driver_Total_Teenager_Age_15_19","Driver_Total_College_Ages_20_23","Driver_Total_Young_Adult_Ages_24_29","Driver_Total_Low_Middle_Adult_Ages_30_39","Driver_Total_Middle_Adult_Ages_40_49","Driver_Total_Adult_Ages_50_64","Driver_Total_Senior_Ages_65_69","Driver_Total_Upper_Senior_Ages_70_plus","Vehicle_Youthful_Driver_Indicator","Vehicle_Youthful_Driver_Training_Code","Vehicle_Youthful_Good_Student_Code","Vehicle_Driver_Points","Vehicle_Safe_Driver_Discount_Indicator","EEA_Liability_Coverage_Only_Indicator","EEA_Multi_Auto_Policies_Indicator","EEA_Policy_Zip_Code_3","EEA_Policy_Tenure","EEA_Agency_Type","EEA_Packaged_Policy_Indicator","EEA_Full_Coverage_Indicator","EEA_Prior_Bodily_Injury_Limit","EEA_PolicyYear","SYS_Renewed","SYS_New_Business","Annual_Premium","Claim_Count","Loss_Amount","Frequency","Severity","Loss_Ratio"
"342809206","Standard ","6","Direct Billed to Insured","Installment","N","43432","31","1993","HOND ACCORD LX   ","Standard","-1","10","99","Work    ","10","5","Unknown","Not Applicable","N","9","1000","25-50  ","25000","N","-1","Y","250","1","0","1","1","0","1","0","0","1","27","27","0","0","1","0","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","434","3.0","Non-standard","N","Y","20-50","2006","Y","N","358.28","0","0.0","0.0","0.0","0.0"
"342890206","Standard ","6","Direct Billed to Insured","Installment","Y","43050","35","1995","FORD F250        ","Standard","-1","8","1","Pleasure","-1","5","Unknown","Not Applicable","Y","9","1000","50-100 ","50000","N","-1","Y","500","1","0","1","0","1","0","1","0","1","33","33","0","0","0","1","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","430","2.3","Hybrid","Y","Y","40-100 ","2006","Y","N","139.77","0","0.0","0.0","0.0","0.0"
"342915407","Standard ","6","Direct Billed to Insured","Pre-paid","N","52162","31","2003","NSSN XTRA XE-SE  ","Standard","-1","12","1","Work    ","40","0","Unknown","Passive Disabling-Vehicle Recovery","Y","5","1000","25-50  ","25000","N","-1","Y","500","1","0","1","1","0","1","0","0","1","36","36","0","0","0","1","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","N","521","3.1","Standard","N","Y","20-50","2006","Y","N","390.08","0","0.0","0.0","0.0","0.0"
"342940405","Standard ","6","Direct Billed to Insured","Pre-paid","N","52191","31","1998","CHEV BLAZER      ","Standard","-1","11","1","Pleasure","-1","5","Unknown","Not Applicable","Y","9","1000","50-100 ","50000","N","-1","N","-1","1","0","1","1","0","0","0","0","1","18","18","1","0","0","0","0","0","0","0","Y","Without Driver Training        ","Not Eligible for Good Student Credit","0","Y","N","Y","521","2.5","Preferred","Y","N","40-100 ","2006","Y","N","223.66","0","0.0","0.0","0.0","0.0"
"342975706","Standard ","6","Direct Billed to Insured","Installment","N","44251","16","1999","ISZU RODEO       ","Standard","-1","15","1","Pleasure","-1","5","Unknown","Not Applicable","Y","8","5000","","-1","Y","100000","Y","500","1","1","0","0","1","1","0","0","1","56","56","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","1","N","N","Y","442","3.0","Hybrid","N","Y","","2006","Y","N","507.74","0","0.0","0.0","0.0","0.0"
"343028006","Standard ","6","Direct Billed to Insured","Installment","N","42880","35","2003","GMC  ENVOY XL    ","Standard","-1","12","99","Pleasure","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","5","5000","100-300","100000","N","-1","Y","500","2","1","1","0","2","1","1","0","2","29","33","0","0","1","1","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","1","N","N","Y","428","3.0","Preferred","N","Y","100-200","2006","Y","N","457.92","0","0.0","0.0","0.0","0.0"
"343086605","Standard ","6","Direct Billed to Insured","Pre-paid","N","43424","31","2000","CHEV SILVER1500  ","Standard","-1","12","1","Pleasure","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","7","1000","50-100 ","50000","N","-1","Y","500","1","1","0","0","1","1","0","0","1","54","54","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","434","2.5","Hybrid","Y","Y","40-100 ","2006","Y","N","379.48","0","0.0","0.0","0.0","0.0"
"343103906","Standard ","6","Direct Billed to Insured","Pre-paid","N","42772","31","2004","GMC  SIERRA 150  ","Standard","-1","13","1","Pleasure","-1","5","Unknown","Not Applicable","Y","4","1000","25-50  ","25000","N","-1","Y","500","1","1","0","0","1","1","0","0","1","58","58","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","427","3.0","Standard","Y","Y","20-50","2006","Y","N","416.58","0","0.0","0.0","0.0","0.0"
"343110805","Preferred","6","Direct Billed to Insured","Pre-paid","N","42918","35","1987","NSSN PICKUP      ","Standard","-1","10","99","Pleasure","-1","5","Unknown","Not Applicable","N","9","-1","25-50  ","25000","N","-1","N","-1","1","1","0","1","0","1","0","0","1","36","36","0","0","0","1","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","Y","Y","429","2.5","Preferred","N","N","20-50","2006","N","N","166.42","0","0.0","0.0","0.0","0.0"
"343121505","Preferred","6","Direct Billed to Insured","Pre-paid","N","42449","19","1994","NSSN QST XE-GXE  ","Standard","-1","8","1","Pleasure","-1","5","Unknown","Not Applicable","Y","9","1000","50-100 ","50000","N","-1","Y","500","2","0","2","0","1","1","0","0","2","53","80","0","0","0","0","0","1","0","1","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","N","424","2.5","Hybrid","N","Y","40-100 ","2006","Y","N","412.34","0","0.0","0.0","0.0","0.0"
"343213605","Standard ","6","Direct Billed to Insured","Installment","N","42987","30","1995","FORD EXPLORER    ","Standard","-1","8","1","Pleasure","-1","5","Unknown","Not Applicable","Y","9","5000","25-50  ","25000","N","-1","Y","250","1","0","1","1","0","1","0","0","1","51","51","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","429","2.5","Hybrid","Y","Y","20-50","2006","Y","N","303.16","0","0.0","0.0","0.0","0.0"
"343345705","Standard ","6","Direct Billed to Insured","Installment","N","43363","31","1992","MERC TRACER      ","Standard","-1","10","1","Pleasure","-1","5","Unknown","Not Applicable","Y","9","-1","25-50  ","50000","N","-1","N","-1","1","0","1","0","0","1","0","0","1","65","65","0","0","0","0","0","0","1","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","Y","N","433","2.5","Non-standard","N","N","20-50","2006","Y","N","116.6","0","0.0","0.0","0.0","0.0"
"343497705","Standard ","6","Direct Billed to Insured","Installment","N","42399","31","2004","DODG CARAVAN SX  ","Standard","-1","11","1","Pleasure","-1","5","Unknown","Alarm Only","Y","3","5000","100-300","100000","N","-1","Y","500","2","1","1","0","2","1","1","0","2","59","63","0","0","0","0","0","2","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","423","2.5","Hybrid","Y","Y","100-200","2006","Y","N","432.48","1","1411.52","2.0","1411.52","3.26"
"343621805","Standard ","6","Direct Billed to Insured","Installment","N","42424","13","2000","HOND ACCORD LX   ","Standard","-1","11","1","Pleasure","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","7","-1","100-300","50000","N","-1","Y","500","1","0","1","1","0","1","0","0","1","32","32","0","0","0","1","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","N","424","2.5","Hybrid","N","Y","100-200","2006","Y","N","427.18","0","0.0","0.0","0.0","0.0"
"343694706","Standard ","6","Direct Billed to Insured","Pre-paid","N","43441","31","2002","TYTA TMA LTDSR5  ","Standard","-1","11","99","Pleasure","-1","5","Unknown","Not Applicable","Y","6","5000","25-50  ","25000","N","-1","Y","250","2","1","1","0","2","1","1","0","2","49","63","0","0","0","0","1","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","434","3.0","Standard","Y","Y","20-50","2006","Y","N","413.4","0","0.0","0.0","0.0","0.0"
"343815605","Standard ","6","Direct Billed to Insured","Installment","N","42626","30","2004","CHEV TRAILBLAZE  ","Standard","-1","13","1","Pleasure","-1","5","Unknown","Not Applicable","Y","3","5000","25-50  ","25000","N","-1","Y","500","1","0","1","1","0","1","0","0","1","48","48","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","426","2.5","Hybrid","Y","Y","20-50","2006","Y","N","399.62","0","0.0","0.0","0.0","0.0"
"344102805","Standard ","6","Direct Billed to Insured","Installment","N","43375","26","2002","CADI DEVILLE     ","Intermediate","-1","15","1","Pleasure","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","5","-1","50-100 ","50000","N","-1","Y","500","1","1","0","0","1","1","0","0","1","52","52","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","433","2.5","Non-standard","N","Y","40-100 ","2006","Y","N","373.12","0","0.0","0.0","0.0","0.0"
"344327005","Standard ","6","Direct Billed to Insured","Pre-paid","N","42520","35","2004","FORD F-150 SUPE  ","Standard","-1","16","99","Farm    ","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","3","2000","100-300","100000","N","-1","Y","500","1","1","0","0","1","1","0","0","1","39","39","0","0","0","1","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","425","2.5","Non-standard","Y","Y","100-200","2006","Y","N","386.9","0","0.0","0.0","0.0","0.0"
"344468206","Standard ","6","Direct Billed to Insured","Installment","N","43382","31","1998","GMC  SIERRA1500  ","Standard","-1","12","1","Work    ","5","5","Unknown","Passive Disabling-Vehicle Recovery","Y","9","-1","25-50  ","25000","N","-1","Y","250","1","0","1","0","1","0","1","0","1","45","45","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","433","2.6","Standard","Y","Y","20-50","2006","Y","N","397.5","0","0.0","0.0","0.0","0.0"
"344593207","Standard ","6","Direct Billed to Insured","Installment","Y","42972","30","2003","CHRY PT CRUISER  ","Standard","-1","12","99","Pleasure","-1","5","Unknown","Not Applicable","Y","5","1000","50-100 ","50000","N","-1","Y","500","1","1","0","0","1","1","0","0","1","40","40","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","429","2.8","Hybrid","Y","Y","40-100 ","2006","Y","N","428.24","0","0.0","0.0","0.0","0.0"
"344622507","Standard ","6","Direct Billed to Insured","Installment","N","42562","31","2002","MERC MNTAINEER   ","Standard","-1","11","99","Work    ","14","5","Unknown","Not Applicable","Y","6","1000","50-100 ","35000","N","-1","Y","500","2","1","1","0","1","1","1","0","2","34","39","0","0","0","2","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","N","425","3.0","Standard","N","Y","40-100 ","2006","Y","N","425.06","0","0.0","0.0","0.0","0.0"
"344652706","Standard ","6","Direct Billed to Insured","Pre-paid","N","43008","30","2004","HOND ODYSSEY EX  ","Standard","-1","8","1","Farm    ","-1","5","Unknown","Active Disabling","Y","4","1000","100-300","50000","N","-1","Y","250","1","0","1","0","1","0","1","0","1","37","37","0","0","0","1","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","430","3.0","Standard","Y","Y","100-200","2006","Y","N","326.48","0","0.0","0.0","0.0","0.0"
"344934806","Standard ","6","Direct Billed to Insured","Pre-paid","N","42380","13","1998","ROVR DISCOVERY   ","Standard","-1","20","1","Pleasure","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","9","1000","100-300","50000","N","-1","N","-1","1","1","0","1","0","0","0","1","1","23","23","0","1","0","0","0","0","0","0","Y","With or Without Driver Training","Not Eligible for Good Student Credit","0","Y","Y","Y","423","3.0","Non-standard","N","N","100-200","2006","Y","N","381.6","0","0.0","0.0","0.0","0.0"
"345075605","Standard ","12","Premium Finance","Pre-paid","N","42872","35","1993","HOND ACCORD EX   ","Standard","0","14","1","Pleasure","-1","5","Unknown","Not Applicable","Y","9","50000","","-1","Y","75000","N","-1","1","0","1","1","0","0","0","1","1","21","21","0","1","0","0","0","0","0","0","Y","With or Without Driver Training","Not Eligible for Good Student Credit","0","Y","Y","Y","428","3.0","Preferred","N","N","","2006","N","N","191.52","0","0.0","0.0","0.0","0.0"
"345247605","Standard ","6","Direct Billed to Insured","Pre-paid","N","43092","35","2002","KIA  SPECTRA-LS  ","Standard","-1","14","1","Farm    ","-1","5","Unknown","Not Applicable","Y","5","5000","25-50  ","25000","N","-1","Y","250","1","0","1","0","1","0","1","0","1","50","50","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","430","2.5","Hybrid","Y","Y","20-50","2006","Y","N","433.54","0","0.0","0.0","0.0","0.0"
"345266804","Standard ","6","Direct Billed to Insured","Pre-paid","N","42902","30","1999","FORD F150        ","Standard","-1","6","99","Farm    ","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","8","25000","","-1","Y","100000","Y","500","2","1","1","0","2","1","1","0","2","49","49","0","0","0","0","2","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","429","2.0","Hybrid","Y","Y","","2006","N","N","287.65","0","0.0","0.0","0.0","0.0"
"345460408","Standard ","6","Direct Billed to Insured","Installment","Y","42522","35","1995","DODG DAKOTA      ","Standard","-1","7","99","Pleasure","-1","5","Unknown","Not Applicable","Y","9","1000","25-50  ","25000","N","-1","N","-1","2","1","1","2","0","1","0","0","2","42","46","0","0","0","0","2","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","1","N","Y","Y","425","2.3","Non-standard","N","N","20-50","2006","Y","N","140.98","0","0.0","0.0","0.0","0.0"
"345499805","Standard ","6","Direct Billed to Insured","Pre-paid","N","43764","20","2000","KIA  SPORTAG-EX  ","Standard","-1","13","1","Pleasure","-1","5","Unknown","Not Applicable","Y","7","1000","25-50  ","25000","N","-1","Y","500","2","1","1","0","2","1","1","0","2","49","51","0","0","0","0","1","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","437","2.5","Hybrid","Y","Y","20-50","2006","Y","N","344.5","0","0.0","0.0","0.0","0.0"
"345600505","Standard ","6","Direct Billed to Insured","Pre-paid","N","42870","35","1988","MERC GR MAR LS   ","Standard","-1","10","1","Pleasure","-1","5","Unknown","Not Applicable","N","9","1000","25-50  ","25000","N","-1","N","-1","1","1","0","0","1","1","0","0","1","75","75","0","0","0","0","0","0","0","1","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","Y","Y","428","2.5","Preferred","N","N","20-50","2006","Y","N","124.02","0","0.0","0.0","0.0","0.0"
"345746104","Standard ","6","Direct Billed to Insured","Installment","N","44136","31","2001","CHEV BLAZER      ","Standard","-1","10","1","Pleasure","-1","5","Unknown","Alarm Only","Y","6","1000","50-100 ","50000","N","-1","Y","500","1","1","0","0","1","1","0","0","1","68","68","0","0","0","0","0","0","1","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","441","2.0","Preferred","N","Y","40-100 ","2006","Y","N","329.66","0","0.0","0.0","0.0","0.0"
"345982505","Standard ","6","Direct Billed to Insured","Pre-paid","N","44133","31","1999","FORD F150        ","Standard","-1","8","1","Pleasure","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","8","2000","50-100 ","50000","N","-1","Y","500","1","1","0","0","1","1","0","0","1","55","55","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","441","2.5","Hybrid","Y","Y","40-100 ","2006","Y","N","332.84","0","0.0","0.0","0.0","0.0"
"346041204","Standard ","6","Direct Billed to Insured","Installment","N","42388","37","1996","CHEV GEOPRZ-LSI  ","Standard","-1","12","1","Pleasure","-1","5","Unknown","Not Applicable","Y","9","-1","100-300","100000","N","-1","Y","500","1","0","1","0","1","0","1","0","1","33","33","0","0","0","1","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","423","2.0","Hybrid","N","Y","100-200","2006","Y","N","328.6","0","0.0","0.0","0.0","0.0"
"346180705","Standard ","6","Direct Billed to Insured","Pre-paid","N","42908","35","1993","BUIK REGAL CU    ","Standard","-1","5","99","Work    ","5","5","Unknown","Not Applicable","N","9","1000","25-50  ","25000","N","-1","N","-1","1","1","0","1","0","1","0","0","1","43","43","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","N","429","2.5","Preferred","N","N","20-50","2006","Y","N","151.58","0","0.0","0.0","0.0","0.0"
"346315405","Standard ","6","Direct Billed to Insured","Pre-paid","N","42950","30","1988","DODG DAKOTA      ","Standard","-1","8","1","Pleasure","-1","5","Unknown","Unknown","N","9","5000","","-1","Y","500000","N","-1","1","1","0","0","1","1","0","0","1","54","54","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","Y","Y","429","2.5","Preferred","N","N","","2006","Y","N","180.2","0","0.0","0.0","0.0","0.0"
"346349304","Preferred","6","Direct Billed to Insured","Pre-paid","N","44075","31","2001","NSSN FRONTIER    ","Standard","-1","11","1","Farm    ","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","6","1000","100-300","50000","N","-1","N","-1","2","1","1","0","2","1","1","0","2","67","72","0","0","0","0","0","0","1","1","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","Y","Y","440","2.1","Non-standard","N","N","100-200","2006","Y","N","169.6","0","0.0","0.0","0.0","0.0"
"346419505","Standard ","6","Direct Billed to Insured","Pre-paid","N","42950","30","1997","INFI QX4         ","Standard","-1","18","1","Pleasure","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","9","1000","250-500","100000","N","-1","Y","1000","1","0","1","0","1","0","1","0","1","49","49","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","429","2.5","Preferred","Y","Y","100-400","2006","Y","N","345.56","0","0.0","0.0","0.0","0.0"
"346510705","Preferred","6","Direct Billed to Insured","Pre-paid","N","42975","30","1992","FORD ESCORT LX   ","Standard","-1","8","1","Work    ","12","5","Unknown","Not Applicable","Y","9","5000","25-50  ","25000","N","-1","N","-1","1","0","1","0","0","1","0","0","1","60","60","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","Y","N","429","2.5","Preferred","N","N","20-50","2006","Y","N","201.4","0","0.0","0.0","0.0","0.0"
"346605905","Standard ","6","Direct Billed to Insured","Installment","N","42621","31","1994","JEEP CHER CNTRY  ","Standard","-1","12","1","Pleasure","-1","5","Unknown","Not Applicable","Y","9","-1","100-300","50000","N","-1","Y","1000","1","0","1","0","1","0","1","0","1","42","42","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","426","2.5","Preferred","Y","Y","100-200","2006","Y","N","269.24","0","0.0","0.0","0.0","0.0"
"346745107","Standard ","6","Direct Billed to Insured","Installment","Y","43151","30","1992","FORD RANGER      ","Standard","-1","5","99","Work    ","6","5","Unknown","Not Applicable","Y","9","1000","25-50  ","25000","N","-1","N","-1","1","0","1","0","1","0","1","0","1","28","28","0","0","1","0","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","431","2.8","Standard","N","N","20-50","2006","N","N","75.18","0","0.0","0.0","0.0","0.0"
"346813505","Standard ","6","Direct Billed to Insured","Installment","N","43658","31","2001","FORD EXPLORERSP  ","Standard","-1","10","1","Pleasure","-1","5","Unknown","Not Applicable","N","6","5000","25-50  ","25000","N","-1","Y","500","1","0","1","1","0","1","0","0","1","21","21","0","1","0","0","0","0","0","0","Y","With or Without Driver Training","Not Eligible for Good Student Credit","1","N","N","Y","436","2.0","Preferred","Y","Y","20-50","2006","Y","N","577.7","0","0.0","0.0","0.0","0.0"
"347120204","Standard ","6","Direct Billed to Insured","Installment","N","42442","37","1999","FORD TAURSSE-SP  ","Standard","-1","8","1","Business","30","5","Unknown","Not Applicable","Y","8","1000","100-300","50000","N","-1","Y","500","1","1","0","0","1","1","0","0","1","52","52","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","424","2.0","Hybrid","Y","Y","100-200","2006","Y","N","472.76","0","0.0","0.0","0.0","0.0"
"347697204","Standard ","6","Direct Billed to Insured","Installment","N","43880","31","2002","MITS GLNTES-GTZ  ","Standard","-1","15","1","Pleasure","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","5","5000","50-100 ","50000","N","-1","Y","500","1","0","1","0","0","1","0","0","1","42","42","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","438","2.0","Standard","N","Y","40-100 ","2006","N","N","400.68","0","0.0","0.0","0.0","0.0"
"347726604","Standard ","6","Direct Billed to Insured","Pre-paid","N","44116","31","1991","JEEP WRANGLER S  ","Standard","-1","6","1","Pleasure","-1","5","Unknown","Not Applicable","N","9","-1","50-100 ","50000","N","-1","N","-1","1","1","0","0","0","1","0","0","1","64","64","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","Y","Y","441","2.0","Hybrid","N","N","40-100 ","2006","Y","N","121.9","0","0.0","0.0","0.0","0.0"
"348068104","Standard ","6","Direct Billed to Insured","Installment","N","43549","17","1996","MAZD MILLENIA-L  ","Standard","-1","17","1","Pleasure","-1","5","Unknown","Alarm Only","Y","9","1000","50-100 ","25000","N","-1","Y","500","1","0","1","0","0","1","0","0","1","64","64","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","435","2.0","Non-standard","N","Y","40-100 ","2006","Y","N","420.82","0","0.0","0.0","0.0","0.0"
"348216006","Standard ","6","Direct Billed to Insured","Installment","N","42910","30","1971","PONTIAC LEMANS   ","Standard","-1","7","1","Pleasure","-1","5","Unknown","Not Applicable","N","9","-1","50-100 ","50000","N","-1","N","-1","1","1","0","0","1","1","0","0","1","53","53","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","429","2.6","Preferred","Y","N","40-100 ","2006","Y","N","124.02","0","0.0","0.0","0.0","0.0"
"348313105","Standard ","6","Direct Billed to Insured","Installment","N","44113","31","1992","NSSN PICKUP      ","Standard","-1","10","2","Work    ","8","5","Unknown","Not Applicable","Y","9","1000","50-100 ","25000","N","-1","N","-1","1","0","1","1","0","0","0","1","1","17","17","1","0","0","0","0","0","0","0","Y","Without Driver Training        ","Not Eligible for Good Student Credit","0","N","Y","Y","441","2.1","Hybrid","N","N","40-100 ","2006","N","N","105.34","0","0.0","0.0","0.0","0.0"
"348326804","Standard ","6","Direct Billed to Insured","Pre-paid","N","44054","31","1988","FORD E CON VAN   ","Standard","-1","10","1","Pleasure","-1","5","Unknown","Not Applicable","Y","9","1000","25-50  ","25000","N","-1","N","-1","1","1","0","0","1","1","0","0","1","53","53","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","Y","Y","440","2.0","Preferred","N","N","20-50","2006","Y","N","120.84","0","0.0","0.0","0.0","0.0"
"348549905","Standard ","6","Direct Billed to Insured","Installment","N","44170","31","1996","JEEP GR CHR LAR  ","Standard","-1","15","1","Pleasure","-1","5","Unknown","Not Applicable","Y","9","-1","25-50  ","25000","N","-1","Y","500","1","0","1","1","0","1","0","0","1","40","40","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","441","2.5","Preferred","N","Y","20-50","2006","Y","N","322.24","0","0.0","0.0","0.0","0.0"
"348720205","Standard ","6","Direct Billed to Insured","Installment","N","42466","35","1998","SUBA LEGACY L    ","Standard","-1","12","1","Pleasure","-1","5","Unknown","Not Applicable","Y","9","-1","25-50  ","25000","N","-1","N","-1","1","0","1","0","1","1","0","0","1","59","59","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","Y","Y","424","2.3","Preferred","N","N","20-50","2006","Y","N","109.18","0","0.0","0.0","0.0","0.0"
"348812104","Standard ","6","Direct Billed to Insured","Installment","N","43014","30","1993","HOND CIVIC LX    ","Standard","-1","10","99","Work    ","7","5","Unknown","Passive Disabling-Vehicle Recovery","N","9","2000","50-100 ","50000","N","-1","Y","250","1","0","1","1","0","1","0","0","1","28","28","0","0","1","0","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","430","2.0","Hybrid","N","Y","40-100 ","2006","Y","N","394.32","0","0.0","0.0","0.0","0.0"
"348812404","Preferred","6","Direct Billed to Insured","Installment","N","42987","30","1979","CHEV K10 PICKUP  ","Standard","-1","7","1","Pleasure","-1","5","Unknown","Not Applicable","N","9","1000","50-100 ","35000","N","-1","N","-1","1","1","0","0","1","1","0","0","1","50","50","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","Y","Y","429","2.0","Hybrid","N","N","40-100 ","2006","Y","N","180.2","0","0.0","0.0","0.0","0.0"
"348895005","Standard ","6","Direct Billed to Insured","Pre-paid","N","44136","31","2001","LEXS LS 430      ","High","-1","22","1","Pleasure","-1","5","Unknown","Alarm Only","Y","6","1000","100-300","100000","N","-1","Y","500","1","0","1","0","1","0","1","0","1","60","60","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","441","2.0","Preferred","N","Y","100-200","2006","Y","N","519.4","0","0.0","0.0","0.0","0.0"
"348931405","Standard ","6","Direct Billed to Insured","Pre-paid","N","44064","31","1991","HOND ACCORD LX   ","Standard","-1","7","1","Pleasure","-1","5","Unknown","Not Applicable","Y","9","1000","25-50  ","25000","N","-1","N","-1","1","0","1","0","1","1","0","0","1","62","62","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","Y","Y","440","2.5","Preferred","N","N","20-50","2006","Y","N","116.6","0","0.0","0.0","0.0","0.0"
